category_id,category_name,n_folds,threshold_mean,threshold_std,threshold_mode,threshold_median,threshold_min,threshold_max,threshold_selected
20000595,politics and government >> government employee (20000595),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000596,politics and government >> public officials (20000596),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000597,politics and government >> constitution (law) (20000597),0,,,,,,,0.5
20000598,politics and government >> national security (20000598),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000599,politics and government >>> armed forces (20000599),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000602,politics and government >>> military weaponry and equipment (20000602),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000605,politics and government >>> espionage and intelligence (20000605),0,,,,,,,0.5
20000606,politics and government >> executive (government) (20000606),0,,,,,,,0.5
20000607,politics and government >> government budget (20000607),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000610,politics and government >> head of state (20000610),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000612,politics and government >> local government (20000612),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000613,politics and government >> minister or secretary (government) (20000613),0,,,,,,,0.5
20000614,politics and government >> national government (20000614),0,,,,,,,0.5
20000615,politics and government >> legislative body (20000615),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000616,politics and government >>> lower house (legislature) (20000616),0,,,,,,,0.5
20000617,politics and government >>> upper house (legislature) (20000617),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000618,politics and government >> regional government (20000618),0,,,,,,,0.5
20000620,politics and government >> taxation policy (20000620),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000621,politics and government > government policy (20000621),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000624,politics and government >>> privatization (20000624),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000625,politics and government >>> state-owned enterprise (20000625),0,,,,,,,0.5
20000627,politics and government >> data protection policy (20000627),0,,,,,,,0.5
20000628,politics and government >> housing and urban planning policy (20000628),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000630,politics and government >> pension and welfare policy (20000630),0,,,,,,,0.5
20000632,politics and government >> personal weapon control policy (20000632),0,,,,,,,0.5
20000634,politics and government >> immigration policy (20000634),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000635,politics and government >> nuclear policy (20000635),0,,,,,,,0.5
20000636,politics and government >> regulation of industry (20000636),0,,,,,,,0.5
20000637,politics and government >>> food and drink regulations (20000637),0,,,,,,,0.5
20000638,politics and government > international relations (20000638),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000639,politics and government >> diplomacy (20000639),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000640,politics and government >>> summit meeting (20000640),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000641,politics and government >>> treaty (20000641),0,,,,,,,0.5
20000642,politics and government >> economic sanction (20000642),0,,,,,,,0.5
20000643,politics and government >> foreign aid (20000643),0,,,,,,,0.5
20000644,politics and government >> international organization (20000644),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000645,politics and government >> refugees and internally displaced people (20000645),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000646,politics and government > non-governmental organisation (NGO) (20000646),0,,,,,,,0.5
20000653,politics and government >> political system (20000653),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000654,politics and government >>> democracy (20000654),0,,,,,,,0.5
20000655,politics and government >>> dictatorship (20000655),0,,,,,,,0.5
20000657,religion > belief systems (20000657),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000659,religion >> Christianity (20000659),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000674,religion >> cult (20000674),0,,,,,,,0.5
20000676,religion >> Hinduism (20000676),0,,,,,,,0.5
20000677,religion >> Islam (20000677),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000679,religion >> Judaism (20000679),0,,,,,,,0.5
20000686,religion >> Unificationism (20000686),0,,,,,,,0.5
20000688,religion > religious conflict (20000688),0,,,,,,,0.5
20000690,religion > religious festival and holiday (20000690),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000697,religion > religious facilities (20000697),0,,,,,,,0.5
20000698,religion >> church (20000698),0,,,,,,,0.5
20000703,religion > religious leader (20000703),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000704,religion >> pope (20000704),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000710,sci-tech > biomedical science (20000710),0,,,,,,,0.5
20000715,sci-tech > mathematics (20000715),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000717,sci-tech > natural science (20000717),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000718,sci-tech >> astronomy (20000718),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000719,sci-tech >> biology (20000719),0,,,,,,,0.5
20000720,sci-tech >>> botany (20000720),0,,,,,,,0.5
20000724,sci-tech >>> zoology (20000724),0,,,,,,,0.5
20000725,sci-tech >> chemistry (20000725),0,,,,,,,0.5
20000726,sci-tech >> cosmology (20000726),0,,,,,,,0.5
20000727,sci-tech >> geology (20000727),0,,,,,,,0.5
20000729,sci-tech >> marine science (20000729),0,,,,,,,0.5
20000731,sci-tech >> physics (20000731),0,,,,,,,0.5
20000733,sci-tech >>> nuclear physics (20000733),0,,,,,,,0.5
20000734,sci-tech >>>> particle physics (20000734),0,,,,,,,0.5
20000735,sci-tech > scientific research (20000735),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000736,sci-tech >> scientific innovation (20000736),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000737,sci-tech >> medical research (20000737),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000738,sci-tech >> scientific exploration (20000738),0,,,,,,,0.5
20000739,sci-tech >>> space exploration (20000739),0,,,,,,,0.5
20000740,sci-tech >> scientific publication (20000740),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000742,sci-tech > social sciences (20000742),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000743,sci-tech >> anthropology (20000743),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000744,sci-tech >> archeology (20000744),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000747,sci-tech >> history (20000747),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000753,sci-tech >> psychology (20000753),0,,,,,,,0.5
20000754,sci-tech >> sociology (20000754),0,,,,,,,0.5
20000756,sci-tech > technology and engineering (20000756),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000757,sci-tech >> aerospace engineering (20000757),0,,,,,,,0.5
20000759,sci-tech >> agricultural technology (20000759),0,,,,,,,0.5
20000762,sci-tech >> identification technology (20000762),0,,,,,,,0.5
20000763,sci-tech >> information technology and computer science (20000763),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000768,society > communities (20000768),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000769,society >> social networking (20000769),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000770,society > demographics (20000770),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000771,society > immigration (20000771),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000772,society > emigration (20000772),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000773,society >> illegal immigration (20000773),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000775,society > discrimination (20000775),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000777,society >> racism (20000777),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000778,society >> religious discrimination (20000778),0,,,,,,,0.5
20000779,society >> sexism (20000779),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000780,society > family (20000780),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000782,society >> Dating and Relationships (20000782),0,,,,,,,0.5
20000783,society >> divorce (20000783),0,,,,,,,0.5
20000784,society >> family planning (20000784),0,,,,,,,0.5
20000785,society >>> abortion (20000785),0,,,,,,,0.5
20000786,society >> marriage (20000786),0,,,,,,,0.5
20000787,society >> parenting (20000787),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000788,society > demographic group (20000788),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000790,society >> children (20000790),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000791,society >> disabilities (20000791),0,,,,,,,0.5
20000792,society >> LGBTQ (20000792),0,,,,,,,0.5
20000793,society >> gender (20000793),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000794,society >> infants (20000794),0,,,,,,,0.5
20000795,society >> national or ethnic minority (20000795),0,,,,,,,0.5
20000797,society >> senior citizens (20000797),0,,,,,,,0.5
20000798,society >> teenagers (20000798),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000799,society > social condition (20000799),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000800,society >> homelessness (20000800),0,,,,,,,0.5
20000801,society >> poverty (20000801),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000802,society > social problem (20000802),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000803,society >> abusive behavior (20000803),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000804,society >> addiction (20000804),0,,,,,,,0.5
20000808,society > values (20000808),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000810,society >> death and dying (20000810),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000813,society >>> suicide (20000813),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000814,society >> ethics (20000814),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000815,society >> pornography (20000815),0,,,,,,,0.5
20000816,society >> sexual behavior (20000816),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000817,society > welfare (20000817),0,,,,,,,0.5
20000818,society >> charity (20000818),0,,,,,,,0.5
20000820,society >> social services (20000820),0,,,,,,,0.5
20000822,sport > competition discipline (20000822),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000827,sport >> track and field (20000827),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000829,sport >>> decathlon (20000829),0,,,,,,,0.5
20000838,sport >>> middle distance run (20000838),0,,,,,,,0.5
20000844,sport >>> sprint run (20000844),0,,,,,,,0.5
20000849,sport >> baseball (20000849),0,,,,,,,0.5
20000851,sport >> basketball (20000851),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000852,sport >> biathlon (20000852),0,,,,,,,0.5
20000854,sport >> bobsleigh (20000854),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000856,sport >> boxing (20000856),0,,,,,,,0.5
20000890,sport >> curling (20000890),0,,,,,,,0.5
20000892,sport >> cycling (20000892),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000903,sport >>> mountain biking (20000903),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000911,sport >> competitive dancing (20000911),0,,,,,,,0.5
20000912,sport >> darts (20000912),0,,,,,,,0.5
20000923,sport >> equestrian (20000923),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000929,sport >> fencing (20000929),0,,,,,,,0.5
20000933,sport >> field hockey (20000933),0,,,,,,,0.5
20000936,sport >> fist ball (20000936),0,,,,,,,0.5
20000939,sport >> Gaelic football (20000939),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000940,sport >> golf (20000940),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000941,sport >>> mini golf (20000941),0,,,,,,,0.5
20000942,sport >> gymnastics (20000942),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000958,sport >> handball (team) (20000958),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000960,sport >> horse racing (20000960),0,,,,,,,0.5
20000965,sport >> ice hockey (20000965),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000969,sport >>> judo (20000969),0,,,,,,,0.5
20000987,sport >> luge (20000987),0,,,,,,,0.5
20000988,sport >> marathon (20000988),0,,,,,,,0.5
20000991,sport >> motor car racing (20000991),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20000998,sport >> motorcycling (20000998),0,,,,,,,0.5
20001015,sport >> pool (20001015),0,,,,,,,0.5
20001035,sport >>> rugby league (20001035),0,,,,,,,0.5
20001038,sport >> sailing (20001038),0,,,,,,,0.5
20001055,sport >> skeleton (20001055),0,,,,,,,0.5
20001056,sport >> skiing (20001056),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001057,sport >>> alpine skiing (20001057),0,,,,,,,0.5
20001061,sport >>> ski jumping (20001061),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001063,sport >> snooker (20001063),0,,,,,,,0.5
20001064,sport >> snowboarding (20001064),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001065,sport >> soccer (20001065),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001067,sport >> speed skating (20001067),0,,,,,,,0.5
20001071,sport >> swimming (20001071),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001083,sport >> table tennis (20001083),0,,,,,,,0.5
20001085,sport >> tennis (20001085),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001093,sport >> weightlifting and powerlifting (20001093),0,,,,,,,0.5
20001103,sport > disciplinary action in sport (20001103),0,,,,,,,0.5
20001104,sport > drug use in sport (20001104),0,,,,,,,0.5
20001108,sport > sport event (20001108),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001124,sport > sport industry (20001124),0,,,,,,,0.5
20001125,sport > sport organization (20001125),0,,,,,,,0.5
20001126,sport > sport venue (20001126),0,,,,,,,0.5
20001128,weather > weather forecast (20001128),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001129,weather > weather phenomena (20001129),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001133,arts+ >>> musical (20001133),0,,,,,,,0.5
20001135,arts+ >> art exhibition (20001135),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001136,economy+ >>> trade show or expo (20001136),0,,,,,,,0.5
20001143,lifestyle+ >> party (20001143),0,,,,,,,0.5
20001145,politics and government >>>> military service (20001145),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001148,sport > sports transaction (20001148),0,,,,,,,0.5
20001149,sport >>> cross-country skiing (20001149),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001150,sport >>> Nordic combined (20001150),0,,,,,,,0.5
20001151,sport >> short track speed skating (20001151),0,,,,,,,0.5
20001157,sport >> martial arts (20001157),0,,,,,,,0.5
20001176,sport >> rugby (20001176),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001177,sport >> Olympic Games (20001177),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001178,sport >> Paralympic Games (20001178),0,,,,,,,0.5
20001179,arts+ >> series (20001179),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001181,arts+ >> festival (20001181),0,,,,,,,0.5
20001182,arts+ >> social media (20001182),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001183,sport >> eSports (20001183),0,,,,,,,0.5
20001184,arts+ >>>> hip hop (20001184),0,,,,,,,0.5
20001190,arts+ >>> stand-up comedy (20001190),0,,,,,,,0.5
20001192,arts+ >>> influencers (20001192),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001193,society >> sexual misconduct (20001193),0,,,,,,,0.5
20001195,law+ >>> tax evasion (20001195),0,,,,,,,0.5
20001196,law+ >> reckless driving (20001196),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001197,law+ >> administrative law (20001197),0,,,,,,,0.5
20001202,disaster+ >>> wildfire (20001202),0,,,,,,,0.5
20001209,economy+ >>>> solar power (20001209),0,,,,,,,0.5
20001210,economy+ >>>> hydroelectric power (20001210),0,,,,,,,0.5
20001211,economy+ >>>> wind power (20001211),0,,,,,,,0.5
20001228,health >> surgery (20001228),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001229,health >> healthcare clinic (20001229),0,,,,,,,0.5
20001231,sport >>> mixed martial arts (20001231),0,,,,,,,0.5
20001232,society >> elderly care (20001232),0,,,,,,,0.5
20001235,human interest >> funeral and memorial service (20001235),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001236,human interest >> wedding (20001236),0,,,,,,,0.5
20001237,human interest > anniversary (20001237),0,,,,,,,0.5
20001238,human interest > birthday (20001238),0,,,,,,,0.5
20001243,economy+ >>> oil and gas (20001243),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001244,economy+ >> utilities (20001244),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001245,economy+ >>> infrastructure projects (20001245),0,,,,,,,0.5
20001249,arts+ >>> hairstyles (20001249),0,,,,,,,0.5
20001253,lifestyle+ >>>> cooking and baking (20001253),0,,,,,,,0.5
20001254,"lifestyle+ >>>> beer, wine and spirits (20001254)",1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001259,politics and government >> political party convention (20001259),0,,,,,,,0.5
20001260,politics and government >> political committee (20001260),0,,,,,,,0.5
20001261,politics and government >> head of government (20001261),0,,,,,,,0.5
20001262,politics and government >> public inquiry (20001262),0,,,,,,,0.5
20001264,politics and government >> infrastructure policy (20001264),0,,,,,,,0.5
20001265,politics and government >> local government policy (20001265),0,,,,,,,0.5
20001266,politics and government >> political debates (20001266),0,,,,,,,0.5
20001274,society >>> contraception (20001274),0,,,,,,,0.5
20001277,labor >> volunteering (20001277),0,,,,,,,0.5
20001279,economy+ >>> cryptocurrency (20001279),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001280,disaster+ >>>> hurricane (20001280),0,,,,,,,0.5
20001283,law+ >> human smuggling and trafficking (20001283),0,,,,,,,0.5
20001284,society >> bullying (20001284),0,,,,,,,0.5
20001287,law+ >>> supreme and high court (20001287),0,,,,,,,0.5
20001288,society >> indigenous people (20001288),0,,,,,,,0.5
20001289,economy+ >> sales channel (20001289),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001293,economy+ >>> streaming service (20001293),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001298,sci-tech >>> artificial intelligence (20001298),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001299,law+ >> surveillance (20001299),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001300,society >> privacy (20001300),0,,,,,,,0.5
20001301,sport > sport achievement (20001301),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001302,sport >> sports record (20001302),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001303,sport >> sports medal and trophy (20001303),0,,,,,,,0.5
20001312,politics and government >> political leadership (20001312),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001313,law+ >> shootings (20001313),0,,,,,,,0.5
20001316,politics and government >> border dispute (20001316),0,,,,,,,0.5
20001317,society >> child care (20001317),0,,,,,,,0.5
20001319,arts+ >> disinformation and misinformation (20001319),0,,,,,,,0.5
20001320,law+ >> torture (20001320),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001321,disaster+ >> drowning (20001321),0,,,,,,,0.5
20001323,sport > sports coaching (20001323),0,,,,,,,0.5
20001324,sport > sports management and ownership (20001324),0,,,,,,,0.5
20001326,society >> women's rights (20001326),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001327,society >> women (20001327),0,,,,,,,0.5
20001328,society >> men (20001328),0,,,,,,,0.5
20001333,sport >> road cycling (20001333),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001334,sport >> track cycling (20001334),0,,,,,,,0.5
20001338,politics and government >> education policy (20001338),0,,,,,,,0.5
20001341,sport >> regular competition (20001341),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001342,sport >> playoff championship (20001342),0,,,,,,,0.5
20001343,sport >> final game (20001343),0,,,,,,,0.5
20001344,religion >>> Catholicism (20001344),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001354,economy+ >> healthcare industry (20001354),0,,,,,,,0.5
20001356,health >>> depression (20001356),0,,,,,,,0.5
20001357,health >>> anxiety and stress (20001357),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001358,health > public health (20001358),0,,,,,,,0.5
20001359,society >> pregnancy and childbirth (20001359),0,,,,,,,0.5
20001361,conflict+ > cyber warfare (20001361),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001365,economy+ >> business reporting and performance (20001365),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001366,economy+ >> business restructuring (20001366),0,,,,,,,0.5
20001367,economy+ >>> commercial real estate: (20001367),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001368,economy+ >>> residential real estate (20001368),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001370,economy+ >> financial service (20001370),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001371,economy+ >> business service (20001371),0,,,,,,,0.5
20001372,economy+ >>> news industry (20001372),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001374,environment > sustainability (20001374),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001376,economy+ >>> corporate bond (20001376),0,,,,,,,0.5
20001377,conflict+ > war victims (20001377),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001379,sport >>> breaking (breakdance) (20001379),0,,,,,,,0.5
20001380,politics and government >> special election (20001380),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001382,politics and government >> coalition building (20001382),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001383,politics and government >> zoning policy (20001383),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001384,politics and government >> political party (20001384),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001385,politics and government >> political movement and association (20001385),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001386,politics and government >>> communism (20001386),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001388,politics and government >>> theocracy (20001388),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001389,politics and government >>> absolute monarchy (20001389),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001390,sport >>> ski mountaineering (20001390),0,,,,,,,0.5
20001391,lifestyle+ >> vegetarianism and veganism (20001391),0,,,,,,,0.5
20001392,lifestyle+ >>> park and playground (20001392),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
20001393,sport >>> futsal (20001393),0,,,,,,,0.5
20001395,economy+ >>> pesticide and herbicide (20001395),1,0.25,0.0,0.25,0.25,0.25,0.25,0.5
